ProjectCode,ProjectTitle,ActionTypeDescription,ActionType,CallYear,PIC,Accreditation Type,NameInLatinCharacterSet,OrganisationType,City,CountryRegionDescription,DurationInMonths,ProjectStartDate,ProjectEndDate,Initial awarded grant(IAG),Topic Code,Topic Name,Horizontal Priority Name
2023-1-FI01-KA122-SCH-000127613,Strandnäs skola: implementering av den nya läroplanen för främjandet av delaktigt och aktivt medborgarskap,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10314490,,Strandnäs skola,School/Institute/Educational centre – General education (basic education),Maarianhamina,Åland,18,1.6.2023,30.11.2024,51785,TOPIC-131_TOPIC-172_TOPIC-97,"Key competences development_Initial and continuous training for teachers, trainers and other education staff_New learning and teaching methods and approaches",#PUUTTUU!
2023-1-FI01-KA122-SCH-000127151,Elämää äärirajoilla,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10032667,,Ounasvaaran lukio,School/Institute/Educational centre – General education (secondary level),Rovaniemi,Lappi,15,1.8.2023,31.10.2024,18250,TOPIC-13_TOPIC-70_TOPIC-83,"Environment and climate change_Cultural heritage_European identity, citizenship and values",#PUUTTUU!
2023-1-FI01-KA122-SCH-000126735,Jynkän koulu liikkuu!,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10198767,,Jynkän koulu,School/Institute/Educational centre – General education (basic education),Kuopio,Pohjois-Savo,18,1.6.2023,30.11.2024,52760,TOPIC-187_TOPIC-190_TOPIC-97,"International relations and development cooperation_Digital content, technologies and practices_New learning and teaching methods and approaches",#PUUTTUU!
2023-1-FI01-KA122-SCH-000125805,Hyvinvoiva Kastelli ,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10183581,,"Kastellin koulu, Oulun kaupunki",School/Institute/Educational centre – General education (basic education),Oulu,Pohjois-Pohjanmaa,18,1.8.2023,31.1.2025,40965,TOPIC-180_TOPIC-35_TOPIC-83,"Physical and mental health, well-being_Teaching and learning of foreign languages_European identity, citizenship and values",#PUUTTUU!
2023-1-FI01-KA122-SCH-000125331,Interkulttuurisen kompetenssin edistäminen monikulttuurisessa kouluyhteisössä,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10185343,,"Merikosken koulu, Oulun kaupunki",School/Institute/Educational centre – General education (basic education),Oulu,Pohjois-Pohjanmaa,18,1.6.2023,30.11.2024,29730,TOPIC-102_TOPIC-165_TOPIC-70,"Bridging intercultural, intergenerational and social divide_Inclusion, promoting equality and non-discrimination_Cultural heritage",#PUUTTUU!
2023-1-FI01-KA122-SCH-000124678,Europa för allihopa - att bli en europeisk medborgare genom skolsamarbeten,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10179127,,Skolgarantiföreningen rf,Non-governmental organisation/association,Oulu,Pohjois-Pohjanmaa,18,1.7.2023,31.12.2024,35514,TOPIC-159_TOPIC-83,"Awareness about the European Union_European identity, citizenship and values",#PUUTTUU!
2023-1-FI01-KA122-SCH-000123927,Eteenpäin - yhdessä,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10136562,,Keskustan alakoulu,School/Institute/Educational centre – General education (basic education),Harjavalta,Satakunta,18,1.9.2023,28.2.2025,30850,TOPIC-131_TOPIC-165_TOPIC-190,"Key competences development_Inclusion, promoting equality and non-discrimination_Digital content, technologies and practices",#PUUTTUU!
2023-1-FI01-KA122-SCH-000123835,Kestävän kehityksen tavoitteilla hyvinvointia,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10176149,,Sipoonjoen yhtenäiskoulu,School/Institute/Educational centre – General education (basic education),Sipoo,Helsinki-Uusimaa,18,1.10.2023,31.3.2025,46190,TOPIC-13_TOPIC-160_TOPIC-190,"Environment and climate change_Democracy and inclusive democratic participation_Digital content, technologies and practices",#PUUTTUU!
2023-1-FI01-KA122-SCH-000123336,Eurooppalainen identiteettimme ja jaetut vahvuutemme,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10224693,,Ylästön koulu,School/Institute/Educational centre – General education (basic education),Vantaa,Helsinki-Uusimaa,18,10/28/2023,27.4.2025,18240,TOPIC-163_TOPIC-61_TOPIC-97,Digital skills and competences_Green skills_New learning and teaching methods and approaches,#PUUTTUU!
2023-1-FI01-KA122-SCH-000122098,Swinghill International Corps,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10321774,,Keinumäen koulu,School/Institute/Educational centre – General education (basic education),Espoo,Helsinki-Uusimaa,15,1.6.2023,31.8.2024,11900,TOPIC-180_TOPIC-187_TOPIC-35,"Physical and mental health, well-being_International relations and development cooperation_Teaching and learning of foreign languages",#PUUTTUU!
2023-1-FI01-KA122-SCH-000121929,Työhyvinvointia ja positiivisuutta Puistolanraitille,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10201214,,Puistolanraitin ala-aste,School/Institute/Educational centre – General education (basic education),Helsinki,Helsinki-Uusimaa,18,1.6.2023,30.11.2024,17980,TOPIC-180,"Physical and mental health, well-being",#PUUTTUU!
2023-1-FI01-KA122-SCH-000121728,Meidän Eurooppamme 2024,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10315565,,Merikarvian kunta,Local Public body,Merikarvia,Satakunta,12,1.8.2023,31.7.2024,24810,TOPIC-163_TOPIC-83_TOPIC-97,"Digital skills and competences_European identity, citizenship and values_New learning and teaching methods and approaches",#PUUTTUU!
2023-1-FI01-KA122-SCH-000120974,Kielitietoinen kouluarki,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10314023,,Lehtikuusen koulu,School/Institute/Educational centre – General education (basic education),Vantaa,Helsinki-Uusimaa,15,1.6.2023,31.8.2024,41140,TOPIC-102_TOPIC-35_TOPIC-97,"Bridging intercultural, intergenerational and social divide_Teaching and learning of foreign languages_New learning and teaching methods and approaches",#PUUTTUU!
2023-1-FI01-KA122-SCH-000120589,Monikulttuuriselta Varissuolta monikulttuuriseen Eurooppaan (MOVE),Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10209158,,TURUN YLIOPISTO,Higher education institution (tertiary level),Turku,Varsinais-Suomi,18,1.9.2023,28.2.2025,24275,TOPIC-172_TOPIC-180_TOPIC-83,"Initial and continuous training for teachers, trainers and other education staff_Physical and mental health, well-being_European identity, citizenship and values",#PUUTTUU!
2023-1-FI01-KA122-SCH-000120493,Tulevaisuuden työelämätaitoja CLIL:llä ja robotiikalla,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10163282,,Järvikylän koulu,School/Institute/Educational centre – General education (basic education),Nivala,Pohjois-Pohjanmaa,18,1.9.2023,28.2.2025,16596,TOPIC-131_TOPIC-172_TOPIC-190,"Key competences development_Initial and continuous training for teachers, trainers and other education staff_Digital content, technologies and practices",#PUUTTUU!
2023-1-FI01-KA122-SCH-000120410,Utveckling av aktivt medborgarskap ,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10217994,,"Övernäs skola, Mariehamns stad ",School/Institute/Educational centre – General education (basic education),Maarianhamina,Åland,18,1.6.2023,30.11.2024,36815,TOPIC-131_TOPIC-83_TOPIC-97,"Key competences development_European identity, citizenship and values_New learning and teaching methods and approaches",#PUUTTUU!
2023-1-FI01-KA122-SCH-000117676,Koulu kuuluu kaikille! ,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10183883,,Etelänummen koulu,School/Institute/Educational centre – General education (basic education),Pietarsaari,Pohjanmaa,18,1.8.2023,31.1.2025,21860,TOPIC-180_TOPIC-70_TOPIC-97,"Physical and mental health, well-being_Cultural heritage_New learning and teaching methods and approaches",#PUUTTUU!
2023-1-FI01-KA122-SCH-000116988,Vaikutamme vierain kielin,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10078115,,Kalevan Lukio,School/Institute/Educational centre – General education (secondary level),Tampere,Pirkanmaa,17,1.8.2023,31.12.2024,39245,TOPIC-160_TOPIC-180_TOPIC-35,"Democracy and inclusive democratic participation_Physical and mental health, well-being_Teaching and learning of foreign languages",#PUUTTUU!
2023-1-FI01-KA122-SCH-000116328,Rakennemuutos ja kollektiivinen muisti,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2023,E10023881,,Väinö Linnan lukio,School/Institute/Educational centre – General education (secondary level),Urjala,Pirkanmaa,12,1.8.2023,31.7.2024,12440,TOPIC-163_TOPIC-70_TOPIC-83,"Digital skills and competences_Cultural heritage_European identity, citizenship and values",#PUUTTUU!
2023-1-FI01-KA122-ADU-000149835,Peruskoulu Eurooppaan!,Short-term projects for mobility of learners and staff in adult education,KA122-ADU,2023,E10303249,,Toimihenkilöjärjestöjen Opintoliitto TJO ry,Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,14,1.7.2023,31.8.2024,23480,TOPIC-172_TOPIC-174_TOPIC-97,"Initial and continuous training for teachers, trainers and other education staff_Career guidance_New learning and teaching methods and approaches",#PUUTTUU!
2023-1-FI01-KA122-ADU-000147020,"What do you have, please share with me",Short-term projects for mobility of learners and staff in adult education,KA122-ADU,2023,E10108613,,Seinäjoen kansalaisopisto,School/Institute/Educational centre – Adult education,Seinäjoki,Etelä-Pohjanmaa,16,1.6.2023,30.9.2024,35095,TOPIC-165_TOPIC-190_TOPIC-61,"Inclusion, promoting equality and non-discrimination_Digital content, technologies and practices_Green skills",#PUUTTUU!
2023-1-FI01-KA122-ADU-000145913,CLL New Skills,Short-term projects for mobility of learners and staff in adult education,KA122-ADU,2023,E10209161,,ÅBO AKADEMI,Higher education institution (tertiary level),Turku,Varsinais-Suomi,18,1.9.2023,28.2.2025,47435,TOPIC-13_TOPIC-163_TOPIC-97,Environment and climate change_Digital skills and competences_New learning and teaching methods and approaches,#PUUTTUU!
2023-1-FI01-KA122-ADU-000142649,Spice Up2 -kiitoa kansainvälisyyteen,Short-term projects for mobility of learners and staff in adult education,KA122-ADU,2023,E10041094,,Kalajoen Kristillisen Opiston Kannatusyhdistys ry,Non-governmental organisation/association,Kalajoki,Pohjois-Pohjanmaa,18,1.9.2023,28.2.2025,19180,TOPIC-131_TOPIC-187_TOPIC-35,Key competences development_International relations and development cooperation_Teaching and learning of foreign languages,#PUUTTUU!
2023-1-FI01-KA122-ADU-000141050,"Reidarin jäljissä Ruijan rannoille, kansainvälisten yhteistyöverkostojen luominen vertaiskohteisiin",Short-term projects for mobility of learners and staff in adult education,KA122-ADU,2023,E10241801,,"Särestöniemen museosäätiö sr, Kauko Sorjosen säätiö sr",Foundation,Kittilä,Lappi,18,1.6.2023,30.11.2024,19725,TOPIC-161_TOPIC-176_TOPIC-184,"Creativity, arts and culture_Inter-regional cooperation_Tackling geographical remoteness and involving rural areas",#PUUTTUU!
2023-1-FI01-KA122-ADU-000140810,Museopedagogiikkaa pienelle museolle,Short-term projects for mobility of learners and staff in adult education,KA122-ADU,2023,E10326678,,Huittisten museo,Other,Huittinen,Satakunta,18,1.9.2023,28.2.2025,6960,TOPIC-160_TOPIC-187_TOPIC-190,"Democracy and inclusive democratic participation_International relations and development cooperation_Digital content, technologies and practices",#PUUTTUU!
2023-1-FI01-KA122-ADU-000140066,Erasmus+ Eiran aikuislukio liikkuvuushanke 2023-24,Short-term projects for mobility of learners and staff in adult education,KA122-ADU,2023,E10016858,,Eiran aikuislukio,School/Institute/Educational centre – Adult education,Helsinki,Helsinki-Uusimaa,18,14.8.2023,13.2.2025,44830,TOPIC-190_TOPIC-61_TOPIC-83,"Digital content, technologies and practices_Green skills_European identity, citizenship and values",#PUUTTUU!
2023-1-FI01-KA122-ADU-000139044,Sataopiston ensiaskeleet kansainvälistymisessä,Short-term projects for mobility of learners and staff in adult education,KA122-ADU,2023,E10186397,,Huittisten kaupunki,Local Public body,Huittinen,Satakunta,18,1.6.2023,30.11.2024,12160,TOPIC-139_TOPIC-184_TOPIC-190,"Reception and integration of refugees and migrants_Tackling geographical remoteness and involving rural areas_Digital content, technologies and practices",#PUUTTUU!
2023-1-FI01-KA122-ADU-000138453,Oppimassa Euroopassa,Short-term projects for mobility of learners and staff in adult education,KA122-ADU,2023,E10231108,,"Jyvälän Setlementti ry, Jyvälän kansalaisopisto",Non-governmental organisation/association,Jyväskylä,Keski-Suomi,17,1.8.2023,31.12.2024,13102,TOPIC-140_TOPIC-172_TOPIC-97,"Recognition, transparency, certification_Initial and continuous training for teachers, trainers and other education staff_New learning and teaching methods and approaches",#PUUTTUU!
2023-1-FI01-KA122-ADU-000137813,Uusia tuulia ja taitoja elinikäisen oppimisen edistäjille,Short-term projects for mobility of learners and staff in adult education,KA122-ADU,2023,E10130681,,Nokian kaupunki ,Local Public body,Nokia,Pirkanmaa,15,1.8.2023,31.10.2024,39235,TOPIC-172_TOPIC-180_TOPIC-190,"Initial and continuous training for teachers, trainers and other education staff_Physical and mental health, well-being_Digital content, technologies and practices",#PUUTTUU!
2023-1-FI01-KA122-ADU-000135600,Föreningsliv ett livslånglärande ,Short-term projects for mobility of learners and staff in adult education,KA122-ADU,2023,E10186086,,Arbetarnas Bildningsförbund på Åland,Non-governmental organisation/association,Maarianhamina,Åland,18,1.8.2023,31.1.2025,36150,TOPIC-13_TOPIC-160_TOPIC-180,"Environment and climate change_Democracy and inclusive democratic participation_Physical and mental health, well-being",#PUUTTUU!
2023-1-FI01-KA122-ADU-000135379,Kulpa liikkeessä,Short-term projects for mobility of learners and staff in adult education,KA122-ADU,2023,E10194931,,Vantaan kaupunki,Local Public body,Vantaa,Helsinki-Uusimaa,18,1.6.2023,30.11.2024,53460,TOPIC-126_TOPIC-160_TOPIC-83,"Human rights and rule of law_Democracy and inclusive democratic participation_European identity, citizenship and values",#PUUTTUU!
2023-1-FI01-KA122-ADU-000134181,Oulu-opiston kansainvälinen ja kestävä tulevaisuus,Short-term projects for mobility of learners and staff in adult education,KA122-ADU,2023,E10128721,,Oulun kaupunki,Local Public body,Oulu,Pohjois-Pohjanmaa,18,1.6.2023,30.11.2024,66529,TOPIC-13_TOPIC-190_TOPIC-72,"Environment and climate change_Digital content, technologies and practices_Cooperation between educational institutions and business",#PUUTTUU!
2023-1-FI01-KA122-ADU-000131320,Kieli ja kulttuuri - Jyväskylän kaupunginkirjasto eurooppalaisuuden ytimessä,Short-term projects for mobility of learners and staff in adult education,KA122-ADU,2023,E10150078,,JYVÄSKYLÄN KAUPUNKI,Non-governmental organisation/association,Jyväskylä,Keski-Suomi,18,1.6.2023,30.11.2024,29850,TOPIC-139_TOPIC-35_TOPIC-83,"Reception and integration of refugees and migrants_Teaching and learning of foreign languages_European identity, citizenship and values",#PUUTTUU!
2023-1-FI01-KA122-ADU-000129899,Aikuinen oppijana monikulttuurisessa ympäristössä,Short-term projects for mobility of learners and staff in adult education,KA122-ADU,2023,E10127213,,Kajaanin kaupunki,Local Public body,Kajaani,Kainuu,18,1.6.2023,30.11.2024,53010,TOPIC-83,"European identity, citizenship and values",#PUUTTUU!
2023-1-FI01-KA122-ADU-000129295,Ymmärryksen ja osaamisen laajentaminen kansainvälisen opettaja/valmentajan työstä heittojen valmennusharjoittelun ja valmentajayhteistyön avulla. ,Short-term projects for mobility of learners and staff in adult education,KA122-ADU,2023,E10323157,,Helsingin Kisa-Veikot,Sport club,Helsinki,Helsinki-Uusimaa,18,20.10.2023,19.4.2025,49120,TOPIC-163_TOPIC-187_TOPIC-97,Digital skills and competences_International relations and development cooperation_New learning and teaching methods and approaches,#PUUTTUU!
2023-1-FI01-KA122-ADU-000129225,Virkistävää työnkulkua,Short-term projects for mobility of learners and staff in adult education,KA122-ADU,2023,E10315613,,"Tampere city, Adult Education Centre of Tampere Region",School/Institute/Educational centre – Adult education,Tampere,Pirkanmaa,18,1.6.2023,30.11.2024,44310,TOPIC-131_TOPIC-170_TOPIC-187,"Key competences development_Creating new, innovative or joint curricula or courses_International relations and development cooperation",#PUUTTUU!
2023-1-FI01-KA122-ADU-000127952,Voimavaroja ja ammatillista kehittymistä kansainvälisyystoiminnasta,Short-term projects for mobility of learners and staff in adult education,KA122-ADU,2023,E10246202,,Joensuun Aikuislukio,School/Institute/Educational centre – Adult education,Joensuu,Pohjois-Karjala,18,1.6.2023,30.11.2024,10560,TOPIC-165_TOPIC-180_TOPIC-187,"Inclusion, promoting equality and non-discrimination_Physical and mental health, well-being_International relations and development cooperation",#PUUTTUU!
2023-1-FI01-KA122-ADU-000126969,Tepeku Sulkava,Short-term projects for mobility of learners and staff in adult education,KA122-ADU,2023,E10098689,,Sulkava,Local Public body,Sulkava,Etelä-Savo,18,1.6.2023,30.11.2024,11992,TOPIC-170_TOPIC-41_TOPIC-83,"Creating new, innovative or joint curricula or courses_Entrepreneurial learning - entrepreneurship education_European identity, citizenship and values",#PUUTTUU!
2023-1-FI01-KA122-ADU-000124017,"Ilo, innostus ja innovaatiot vapaaehtoistyössä!",Short-term projects for mobility of learners and staff in adult education,KA122-ADU,2023,E10123632,,Mannerheimin Lastensuojeluliiton Varsinais-Suomen piiri ry,Non-governmental organisation/association,Turku,Varsinais-Suomi,12,1.6.2023,31.5.2024,14675,TOPIC-165_TOPIC-187_TOPIC-92,"Inclusion, promoting equality and non-discrimination_International relations and development cooperation_Social assistance and welfare",#PUUTTUU!
2023-1-FI01-KA122-ADU-000123045,Saavutettavampia näyttelyitä: moniaistisuuden lisääminen museoiden näyttelytuotantoihin,Short-term projects for mobility of learners and staff in adult education,KA122-ADU,2023,E10184701,,Turun kaupunki - Åbo stad,Local Public body,Turku,Varsinais-Suomi,18,1.6.2023,30.11.2024,17705,TOPIC-165_TOPIC-166_TOPIC-97,"Inclusion, promoting equality and non-discrimination_Disabilities_New learning and teaching methods and approaches",#PUUTTUU!
2023-1-FI01-KA122-ADU-000122472,Kielen oppimisen mahdollisuudet yhteisöissä,Short-term projects for mobility of learners and staff in adult education,KA122-ADU,2023,E10042393,,Korpisaaren säätiö,Foundation,Ilmajoki,Etelä-Pohjanmaa,6,1.9.2023,29.2.2024,5040,TOPIC-139_TOPIC-172_TOPIC-73,"Reception and integration of refugees and migrants_Initial and continuous training for teachers, trainers and other education staff_Social responsibility of educational institutions",#PUUTTUU!
2023-1-FI01-KA121-VET-000148309,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2023,E10194775,,"Pohjois-Karjalan koulutuskuntayhtymä, Riveria",School/Institute/Educational centre – Vocational Training (secondary level),Joensuu,Pohjois-Karjala,15,1.6.2023,31.8.2024,141978,#NIMI?,#NIMI?,#PUUTTUU!
2023-1-FI01-KA121-VET-000146512,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2023,E10181109,,Svenska Framtidsskolan i Helsingforsregionen Ab,School/Institute/Educational centre – Vocational Training (secondary level),Helsinki,Helsinki-Uusimaa,15,1.6.2023,31.8.2024,8940,#NIMI?,#NIMI?,#PUUTTUU!
2023-1-FI01-KA121-VET-000142132,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2023,E10171962,,Seinäjoen koulutuskuntayhtymä,School/Institute/Educational centre – Vocational Training (secondary level),Seinäjoki,Etelä-Pohjanmaa,15,1.6.2023,31.8.2024,217946,#NIMI?,#NIMI?,#PUUTTUU!
2023-1-FI01-KA121-VET-000139881,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2023,E10091696,,Mercuria kauppaoppilaitos Oy,School/Institute/Educational centre – Vocational Training (secondary level),Vantaa,Helsinki-Uusimaa,15,1.6.2023,31.8.2024,141978,#NIMI?,#NIMI?,#PUUTTUU!
2023-1-FI01-KA121-VET-000139801,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2023,E10089503,,Kuortaneen Urheiluopistosäätiö,School/Institute/Educational centre – Vocational Training (secondary level),Kuortane,Etelä-Pohjanmaa,15,1.6.2023,31.8.2024,29902,#NIMI?,#NIMI?,#PUUTTUU!
2023-1-FI01-KA121-VET-000139590,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2023,E10237719,,AEL-AMIEDU OY,School/Institute/Educational centre – Vocational Training (secondary level),Helsinki,Helsinki-Uusimaa,15,1.6.2023,31.8.2024,147066,#NIMI?,#NIMI?,#PUUTTUU!
2023-1-FI01-KA121-VET-000139550,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2023,E10119572,,Tampereen Musiikkiopiston Säätiö sr,School/Institute/Educational centre – Vocational Training (secondary level),Tampere,Pirkanmaa,15,1.6.2023,31.8.2024,51689,#NIMI?,#NIMI?,#PUUTTUU!
2023-1-FI01-KA121-VET-000138739,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2023,E10072417,,Kuopion konservatorio,School/Institute/Educational centre – Vocational Training (secondary level),Kuopio,Pohjois-Savo,15,1.6.2023,31.8.2024,27869,#NIMI?,#NIMI?,#PUUTTUU!
2023-1-FI01-KA121-VET-000138676,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2023,E10143085,,Etelä-Karjalan koulutuskuntayhtymä,School/Institute/Educational centre – Vocational Training (secondary level),Lappeenranta,Etelä-Karjala,15,1.6.2023,31.8.2024,128239,#NIMI?,#NIMI?,#PUUTTUU!
2023-1-FI01-KA121-VET-000138461,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2023,E10079043,,Optima samkommun,School/Institute/Educational centre – Vocational Training (secondary level),Pietarsaari,Pohjanmaa,15,1.6.2023,31.8.2024,74755,#NIMI?,#NIMI?,#PUUTTUU!
2023-1-FI01-KA121-VET-000137887,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2023,E10151409,,Live-säätiö sr,School/Institute/Educational centre – Vocational Training (secondary level),Espoo,Helsinki-Uusimaa,15,1.6.2023,31.8.2024,120496,#NIMI?,#NIMI?,#PUUTTUU!
2023-1-FI01-KA121-VET-000137251,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2023,E10050402,,Tanhuvaaran Säätiö,School/Institute/Educational centre – Vocational Training (secondary level),Savonlinna,Etelä-Savo,15,1.6.2023,31.8.2024,44052,#NIMI?,#NIMI?,#PUUTTUU!
2023-1-FI01-KA121-VET-000135629,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2023,E10206303,,Äänekosken ammatillisen koulutuksen kuntayhtymä,School/Institute/Educational centre – Vocational Training (secondary level),Äänekoski,Keski-Suomi,15,1.6.2023,31.8.2024,111030,#NIMI?,#NIMI?,#PUUTTUU!
2023-1-FI01-KA121-VET-000135294,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2023,E10164277,,Vaasan kaupunki,School/Institute/Educational centre – Vocational Training (secondary level),Vaasa,Pohjanmaa,15,1.6.2023,31.8.2024,207623,#NIMI?,#NIMI?,#PUUTTUU!
2023-1-FI01-KA121-VET-000135221,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2023,E10168191,,Keski-Uudenmaan koulutuskuntayhtymä,School/Institute/Educational centre – Vocational Training (secondary level),Järvenpää,Helsinki-Uusimaa,15,1.6.2023,31.8.2024,206450,#NIMI?,#NIMI?,#PUUTTUU!
2023-1-FI01-KA121-VET-000134442,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2023,E10119370,,"Luksia, Municipal Education and Training Consortium in Western Uusimaa",School/Institute/Educational centre – Vocational Training (secondary level),Lohja,Helsinki-Uusimaa,15,1.6.2023,31.8.2024,205478,#NIMI?,#NIMI?,#PUUTTUU!
2023-1-FI01-KA121-VET-000131759,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2023,E10181059,,SASKY koulutuskuntayhtymä,School/Institute/Educational centre – Vocational Training (secondary level),Sastamala,Pirkanmaa,15,1.6.2023,31.8.2024,252426,#NIMI?,#NIMI?,#PUUTTUU!
2023-1-FI01-KA121-VET-000131617,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2023,E10037790,,Jyväskylän koulutuskuntayhtymä,School/Institute/Educational centre – Vocational Training (secondary level),Jyväskylä,Keski-Suomi,15,1.6.2023,31.8.2024,329691,#NIMI?,#NIMI?,#PUUTTUU!
2023-1-FI01-KA121-VET-000131022,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2023,E10114263,,Allianssin kehittämispalvelut oy,School/Institute/Educational centre – Vocational Training (secondary level),Helsinki,Helsinki-Uusimaa,15,1.6.2023,31.8.2024,159709,#NIMI?,#NIMI?,#PUUTTUU!
2023-1-FI01-KA121-VET-000130517,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2023,E10201873,,Koulutuskuntayhtymä Brahe,School/Institute/Educational centre – Vocational Training (secondary level),Raahe,Pohjois-Pohjanmaa,15,1.6.2023,31.8.2024,199229,#NIMI?,#NIMI?,#PUUTTUU!
2023-1-FI01-KA121-VET-000129924,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2023,E10179257,,Keski-Pohjanmaan konservatorio,School/Institute/Educational centre – Vocational Training (secondary level),Kokkola,Keski-Pohjanmaa,15,1.6.2023,31.8.2024,86764,#NIMI?,#NIMI?,#PUUTTUU!
2023-1-FI01-KA121-VET-000129797,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2023,E10143750,,Rovaniemen koulutuskuntayhtymä REDU,School/Institute/Educational centre – Vocational Training (secondary level),Rovaniemi,Lappi,15,1.6.2023,31.8.2024,182873,#NIMI?,#NIMI?,#PUUTTUU!
2023-1-FI01-KA121-VET-000129648,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2023,E10140911,,Suomen Urheiluopiston kannatusosakeyhtiö Oy,School/Institute/Educational centre – Vocational Training (secondary level),Heinola,Päijät-Häme,15,1.6.2023,31.8.2024,120859,#NIMI?,#NIMI?,#PUUTTUU!
2023-1-FI01-KA121-VET-000129143,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2023,E10027770,,Hyria koulutus Oy,School/Institute/Educational centre – Vocational Training (secondary level),Hyvinkää,Helsinki-Uusimaa,15,1.6.2023,31.8.2024,72220,#NIMI?,#NIMI?,#PUUTTUU!
2023-1-FI01-KA121-VET-000126459,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2023,E10156161,,Ammattiopisto Specia Oy,School/Institute/Educational centre – Vocational Training (secondary level),Helsinki,Helsinki-Uusimaa,15,1.6.2023,31.8.2024,87370,#NIMI?,#NIMI?,#PUUTTUU!
2023-1-FI01-KA121-VET-000126268,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2023,E10178856,,Helsinki Business College Oy,School/Institute/Educational centre – Vocational Training (secondary level),Helsinki,Helsinki-Uusimaa,15,1.6.2023,31.8.2024,130192,#NIMI?,#NIMI?,#PUUTTUU!
2023-1-FI01-KA121-VET-000126041,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2023,E10191525,,Valkeakosken seudun koulutuskuntayhtymä,School/Institute/Educational centre – Vocational Training (secondary level),Valkeakoski,Pirkanmaa,15,1.6.2023,31.8.2024,97098,#NIMI?,#NIMI?,#PUUTTUU!
2023-1-FI01-KA121-VET-000125840,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2023,E10034089,,Ahlmanin koulun säätiö,School/Institute/Educational centre – Vocational Training (secondary level),Tampere,Pirkanmaa,15,1.6.2023,31.8.2024,131336,#NIMI?,#NIMI?,#PUUTTUU!
2023-1-FI01-KA121-VET-000125600,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2023,E10194931,,Vantaan kaupunki,School/Institute/Educational centre – Vocational Training (secondary level),Vantaa,Helsinki-Uusimaa,15,1.6.2023,31.8.2024,87540,#NIMI?,#NIMI?,#PUUTTUU!
2023-1-FI01-KA121-VET-000125436,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2023,E10085627,,Lounais-Suomen koulutuskuntayhtymä,School/Institute/Educational centre – Vocational Training (secondary level),Loimaa,Varsinais-Suomi,15,1.6.2023,31.8.2024,79869,#NIMI?,#NIMI?,#PUUTTUU!
