"PIC","Role","NameInLatinCharacterSet","OrganisationType","City","CountryRegionDescription","CountryDescription","ProjectCode","ActionType","ActionTypeDescription","CallYear","ProjectTitle","Acronym","DurationInMonths","Status","ProjectStartDate","ProjectEndDate","Initial awarded grant(IAG)","Topics","TopicDescriptions"
"E10179176","APP","Kantvikin koulu /Kirkkonummi","School/Institute/Educational centre – General education (basic education)","Kirkkonummi","Helsinki-Uusimaa","Finland","2017-1-FI01-KA101-034671","KA101","School education staff mobility",2017,"Täydennyskoulutus englanninopettajalle",,12,"Finalised",27.08.17,26.08.18,"2 005,00 €","TOPIC-35_TOPIC-25_TOPIC-3","Kielten opetus ja oppiminen_Opetusmenetelmät_Digitaalisuus"
"E10027667","APP","Käpylän peruskoulu","School/Institute/Educational centre – General education (basic education)","Helsinki","Helsinki-Uusimaa","Finland","2020-1-FI01-KA101-066033","KA101","School education staff mobility",2020,"Opettajien osaamisen kehittämisellä kansainvälisempi Käpylän peruskoulu",,36,"Follow-up",01.06.20,31.05.23,"38 825,00 €","TOPIC-19_TOPIC-25_TOPIC-35","Interkulttuurinen koulutus_Opetusmenetelmät_Kielten opetus ja oppiminen"
"E10027667","APP","Käpylän peruskoulu","School/Institute/Educational centre – General education (basic education)","Helsinki","Helsinki-Uusimaa","Finland","2018-1-FI01-KA101-046799","KA101","School education staff mobility",2018,"Uusia osallistavia pedagogisia menetelmiä opettajille espanjankieliseen opetukseen",,24,"Finalised",01.06.18,31.05.20,"25 746,00 €","TOPIC-25_TOPIC-35_TOPIC-20","Opetusmenetelmät_Kielten opetus ja oppiminen_Globaali yhteistyö"
"E10027667","APP","Käpylän peruskoulu","School/Institute/Educational centre – General education (basic education)","Helsinki","Helsinki-Uusimaa","Finland","2015-1-FI01-KA101-008767","KA101","School education staff mobility",2015,"Kaksikielisen suomi-espanja ja espanja vieraana kielenä opetuksen laadun kehittäminen ja opettajien oppiainekohtaisen kielitaidon parantaminen",,24,"Finalised",01.06.15,31.05.17,"13 520,00 €","TOPIC-23_TOPIC-20_TOPIC-25","Koulutuksen kehittäminen_Globaali yhteistyö_Opetusmenetelmät"
"E10137882","APP","Karakallion koulu","School/Institute/Educational centre – General education (basic education)","Espoo","Helsinki-Uusimaa","Finland","2016-1-FI01-KA219-022716_1","KA219","Strategic Partnerships for Schools Only",2016,"Advertising in Multiple Societies","AIMS",24,"Finalised",01.09.16,31.08.18,31355,"TOPIC-25_TOPIC-3_TOPIC-4","Opetusmenetelmät_Digitaalisuus_Kulttuuri ja luovuus"
"E10027320","PA","Karamzinin koulu","School/Institute/Educational centre – General education (basic education)","Espoo","Helsinki-Uusimaa","Finland","2020-1-DE03-KA229-077188_3","KA229","School Exchange Partnerships",2020,"Lernorte im Freien - grüne Klassenzimmer!",,24,"Follow-up",01.09.20,31.08.22,19001,"TOPIC-13_TOPIC-16_TOPIC-4","Kestävä kehitys_Terveys ja hyvinvointi_Kulttuuri ja luovuus"
"E10138638","APP","KARELIA AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","Joensuu","Pohjois-Karjala","Finland","2020-1-FI01-KA103-066019","KA103","Higher education student and staff mobility within programme countries",2020,"Higher education student and staff mobility within programme countries",,24,"Follow-up",01.06.20,31.05.22,"175 535,00 €",,
"E10138638","APP","KARELIA AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","Joensuu","Pohjois-Karjala","Finland","2019-1-FI01-KA103-060320","KA103","Higher education student and staff mobility within programme countries",2019,"Higher education student and staff mobility within programme countries",,24,"Follow-up",01.06.19,31.05.21,"223 935,00 €",,
"E10138638","APP","KARELIA AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","Joensuu","Pohjois-Karjala","Finland","2018-1-FI01-KA103-046911","KA103","Higher education student and staff mobility within programme countries",2018,"Higher education student and staff mobility within programme countries",,16,"Finalised",01.06.18,30.09.19,"202 525,00 €",,
"E10138638","APP","KARELIA AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","Joensuu","Pohjois-Karjala","Finland","2017-1-FI01-KA103-034373","KA103","Higher education student and staff mobility within programme countries",2017,"Higher education student and staff mobility within programme countries",,16,"Finalised",01.06.17,30.09.18,"187 945,00 €",,
"E10138638","APP","KARELIA AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","Joensuu","Pohjois-Karjala","Finland","2016-1-FI01-KA103-022449","KA103","Higher education student and staff mobility within programme countries",2016,"Higher education student and staff mobility within programme countries",,16,"Finalised",01.06.16,30.09.17,"150 780,00 €",,
"E10138638","APP","KARELIA AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","Joensuu","Pohjois-Karjala","Finland","2015-1-FI01-KA103-008932","KA103","Higher education student and staff mobility within programme countries",2015,"Higher education student and staff mobility within programme countries",,16,"Finalised",01.06.15,30.09.16,"130 290,00 €",,
"E10138638","APP","KARELIA AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","Joensuu","Pohjois-Karjala","Finland","2014-1-FI01-KA103-000067","KA103","Higher education student and staff mobility within programme countries",2014,"Higher education student and staff mobility",,16,"Finalised",01.06.14,30.09.15,"106 890,00 €",,
"E10138638","APP","KARELIA AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","Joensuu","Pohjois-Karjala","Finland","2020-1-FI01-KA107-066025","KA107","Higher education student and staff mobility within programme countries",2020,"Higher education student and staff mobility between Programme and Partner Countries",,36,"Follow-up",01.08.20,31.07.23,"108 800,00 €",,
"E10138638","APP","KARELIA AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","Joensuu","Pohjois-Karjala","Finland","2020-1-FI01-KA107-066347","KA107","Higher education student and staff mobility within programme countries",2020,"Higher education student and staff mobility between Programme and Partner Countries",,36,"Follow-up",01.08.20,31.07.23,"52 800,00 €",,
"E10138638","APP","KARELIA AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","Joensuu","Pohjois-Karjala","Finland","2019-1-FI01-KA107-060579","KA107","Higher education student and staff mobility within programme countries",2019,"Higher education student and staff mobility between Programme and Partner Countries",,36,"Follow-up",01.08.19,31.07.22,"13 400,00 €",,
"E10138638","APP","KARELIA AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","Joensuu","Pohjois-Karjala","Finland","2019-1-FI01-KA107-060623","KA107","Higher education student and staff mobility within programme countries",2019,"Higher education student and staff mobility between Programme and Partner Countries",,36,"Follow-up",01.08.19,31.07.22,"51 820,00 €",,
"E10138638","APP","KARELIA AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","Joensuu","Pohjois-Karjala","Finland","2018-1-FI01-KA107-046930","KA107","Higher education student and staff mobility within programme countries",2018,"Higher education student and staff mobility between Programme and Partner Countries",,38,"Follow-up",01.06.18,31.07.21,"65 170,00 €",,
"E10138638","APP","KARELIA AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","Joensuu","Pohjois-Karjala","Finland","2018-1-FI01-KA107-047031","KA107","Higher education student and staff mobility within programme countries",2018,"Higher education student and staff mobility between Programme and Partner Countries",,38,"Follow-up",01.06.18,31.07.21,"24 280,00 €",,
"E10138638","APP","KARELIA AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","Joensuu","Pohjois-Karjala","Finland","2017-1-FI01-KA107-034379","KA107","Higher education student and staff mobility within programme countries",2017,"Higher education student and staff mobility between Programme and Partner Countries",,26,"Finalised",01.06.17,31.07.19,"53 090,00 €",,
"E10138638","APP","KARELIA AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","Joensuu","Pohjois-Karjala","Finland","2016-1-FI01-KA107-022451","KA107","Higher education student and staff mobility within programme countries",2016,"Higher education student and staff mobility between Programme and Partner Countries",,26,"Finalised",01.06.16,31.07.18,"34 740,00 €",,
"E10138638","APP","KARELIA AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","Joensuu","Pohjois-Karjala","Finland","2016-1-FI01-KA107-022455","KA107","Higher education student and staff mobility within programme countries",2016,"Higher education student and staff mobility between Programme and Partner Countries",,26,"Finalised",01.06.16,31.07.18,"40 822,00 €",,
"E10138638","APP","KARELIA AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","Joensuu","Pohjois-Karjala","Finland","2016-1-FI01-KA107-022528","KA107","Higher education student and staff mobility within programme countries",2016,"Higher education student and staff mobility between Programme and Partner Countries",,26,"Finalised",01.06.16,31.07.18,"15 850,00 €",,
"E10138638","APP","KARELIA AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","Joensuu","Pohjois-Karjala","Finland","2015-1-FI01-KA107-008743","KA107","Higher education student and staff mobility within programme countries",2015,"Higher education student and staff mobility between Programme and Partner Countries",,26,"Finalised",01.06.15,31.07.17,"30 850,00 €",,
"E10138638","APP","KARELIA AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","Joensuu","Pohjois-Karjala","Finland","2020-1-FI01-KA203-066477","KA203","Strategic Partnerships for higher education",2020,"European Master on Active Ageing and Age Friendly Society","EMMA",36,"Follow-up",01.09.20,31.08.23,"400 847,00 €","TOPIC-23_TOPIC-16_TOPIC-29","Koulutuksen kehittäminen_Terveys ja hyvinvointi_Nuorisoala"
"E10138638","APP","KARELIA AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","Joensuu","Pohjois-Karjala","Finland","2016-1-FI01-KA203-022743","KA203","Strategic Partnerships for higher education",2016,"Entrepreneurship and Communication in Multicultural Teams","ECMT+",36,"Finalised",01.09.16,31.08.19,"329 030,00 €","TOPIC-41_TOPIC-18_TOPIC-23","Yrittäjyys_Tasa-arvo ja osallisuus_Koulutuksen kehittäminen"
"E10020471","APP","Karhulan koulu","School/Institute/Educational centre – General education (basic education)","Kotka","Kymenlaakso","Finland","2016-1-FI01-KA219-022730_1","KA219","Strategic Partnerships for Schools Only",2016,"Food - I Am What I Eat","FOOD",24,"Finalised",01.09.16,31.08.18,32550,"TOPIC-16_TOPIC-19_TOPIC-23","Terveys ja hyvinvointi_Interkulttuurinen koulutus_Koulutuksen kehittäminen"
"E10079003","APP","Karhulan lukio","School/Institute/Educational centre – General education (secondary level)","Kotka","Kymenlaakso","Finland","2019-1-FI01-KA101-060520","KA101","School education staff mobility",2019,"Kengänkärjet kohti kehittyvää ja kansainvälistyvää Karhulan lukiota","KKKKKL",30,"Follow-up",01.06.19,30.11.21,"5 405,00 €","TOPIC-28_TOPIC-20_TOPIC-35","Laadunhallinta_Globaali yhteistyö_Kielten opetus ja oppiminen"
"E10079003","PA","Karhulan lukio","School/Institute/Educational centre – General education (secondary level)","Kotka","Kymenlaakso","Finland","2016-1-DE03-KA219-022948_2","KA219","Strategic Partnerships for Schools Only",2016,"Migration - Challenge, Change and Chance","Migration",24,"Finalised",01.09.16,31.08.18,20120,"TOPIC-2_TOPIC-55_TOPIC-59","Aktiivinen kansalaisuus_Maahanmuutto ja kotoutuminen"
"E10079003","PA","Karhulan lukio","School/Institute/Educational centre – General education (secondary level)","Kotka","Kymenlaakso","Finland","2020-1-BE01-KA229-074932_4","KA229","School Exchange Partnerships",2020,"A new approach to European citizenship","N.A.T.E.C.",24,"Follow-up",01.09.20,31.08.22,31320,"TOPIC-2_TOPIC-23_TOPIC-69","Aktiivinen kansalaisuus_Koulutuksen kehittäminen"
"E10161870","APP","Karhunmäen koulu","School/Institute/Educational centre – General education (basic education)","Joensuu","Pohjois-Karjala","Finland","2019-1-FI01-KA101-060272","KA101","School education staff mobility",2019,"Kestävän tulevaisuuden monialaiset oppimiskokonaisuudet moderneissa oppimisympäristöissä",,36,"Follow-up",01.06.19,31.05.22,"17 640,00 €","TOPIC-3_TOPIC-23_TOPIC-20","Digitaalisuus_Koulutuksen kehittäminen_Globaali yhteistyö"
"E10202878","APP","Karjaan lukio","School/Institute/Educational centre – General education (secondary level)","Raasepori","Helsinki-Uusimaa","Finland","2018-1-FI01-KA101-046902","KA101","School education staff mobility",2018,"Antiikista robotiikkaan - uusia tuulia lukioon",,24,"Finalised",01.06.18,31.05.20,"12 696,00 €","TOPIC-70_TOPIC-41_TOPIC-35","Kulttuuriperintö_Yrittäjyys_Kielten opetus ja oppiminen"
"E10078318","APP","Karkkilan lukio","School/Institute/Educational centre – General education (secondary level)","Karkkila","Helsinki-Uusimaa","Finland","2020-1-FI01-KA101-066055","KA101","School education staff mobility",2020,"Karkkilasta kansainväliselle 2020-luvulle",,30,"Follow-up",01.06.20,30.11.22,"5 870,00 €","TOPIC-23_TOPIC-20_TOPIC-19","Koulutuksen kehittäminen_Globaali yhteistyö_Interkulttuurinen koulutus"
"E10257403","PA","Karkun evankelinen opisto","School/Institute/Educational centre – General education (secondary level)","Sastamala","Pirkanmaa","Finland","2020-1-DE03-KA229-077043_4","KA229","School Exchange Partnerships",2020,"#globalgoalsambassadors - European teens fighting for a better future",,23,"Follow-up",30.11.20,30.10.22,31575,"TOPIC-13_TOPIC-3_TOPIC-69","Kestävä kehitys_Digitaalisuus_Aktiivinen kansalaisuus"
"E10144908","PA","Karleby svenska gymnasium","School/Institute/Educational centre – General education (secondary level)","Kokkola","Keski-Pohjanmaa","Finland","2016-1-FR01-KA219-024249_3","KA219","Strategic Partnerships for Schools Only",2016,"Broaden horizons: Enhancing international mobility and cultural awareness for better inclusion at home and abroad","Broaden horizons",36,"Finalised",01.09.16,31.08.19,29675,"TOPIC-18_TOPIC-19_TOPIC-35","Tasa-arvo ja osallisuus_Interkulttuurinen koulutus_Kielten opetus ja oppiminen"
"E10144908","PA","Karleby svenska gymnasium","School/Institute/Educational centre – General education (secondary level)","Kokkola","Keski-Pohjanmaa","Finland","2019-1-AT01-KA229-051223_2","KA229","School Exchange Partnerships",2019,"Das kulturelle Erbe Österreichs und Finnlands_Lernen durch persönliches Kennenlernen","Cultural heritage in Austria and Finland",24,"Follow-up",01.09.19,31.08.21,14568,"TOPIC-19_TOPIC-20_TOPIC-70","Interkulttuurinen koulutus_Globaali yhteistyö_Kulttuuriperintö"
"E10092545","APP","Kärpäsen peruskoulu","School/Institute/Educational centre – General education (basic education)","Lahti","Päijät-Häme","Finland","2019-1-FI01-KA101-060367","KA101","School education staff mobility",2019,"Yhdenvertaisuuden kehittäminen","diversity, yhdenvertaisuus",36,"Follow-up",01.06.19,31.05.22,"18 280,00 €","TOPIC-18_TOPIC-15_TOPIC-23","Tasa-arvo ja osallisuus_Koulutuksen kehittäminen"
"E10048247","PA","Kärsämäen lukio","School/Institute/Educational centre – General education (secondary level)","Kärsämäki","Pohjois-Pohjanmaa","Finland","2016-1-PL01-KA219-026083_3","KA219","Strategic Partnerships for Schools Only",2016,"Maths and Science Adventure","M.S.A",24,"Finalised",01.09.16,31.08.18,18475,"TOPIC-21_TOPIC-22_TOPIC-3","Avaintaidot_Luonnontieteet_Digitaalisuus"
"E10096069","APP","Karsikon koulu","School/Institute/Educational centre – General education (basic education)","Joensuu","Pohjois-Karjala","Finland","2017-1-FI01-KA101-034505","KA101","School education staff mobility",2017,"Don't Worry, Be Happy",,12,"Finalised",01.09.17,31.08.18,"5 735,00 €","TOPIC-16_TOPIC-23","Terveys ja hyvinvointi_Koulutuksen kehittäminen"
"E10096069","APP","Karsikon koulu","School/Institute/Educational centre – General education (basic education)","Joensuu","Pohjois-Karjala","Finland","2014-1-FI01-KA101-000062","KA101","School education staff mobility",2014,"Finding a positive atmosphere for learning and leadership",,12,"Finalised",01.07.14,30.06.15,"7 805,00 €","TOPIC-3_TOPIC-23_TOPIC-20","Digitaalisuus_Koulutuksen kehittäminen_Globaali yhteistyö"
"E10020577","APP","Karstulan 4H-yhdistys ry","Non-governmental organisation/association","Karstula","Keski-Suomi","Finland","2018-1-FI01-KA105-047102","KA105","Youth mobility",2018,"Erasmusjutsku 2017",,12,"Finalised",01.05.18,30.04.19,"20 320,00 €","TOPIC-4_TOPIC-16_TOPIC-38","Kulttuuri ja luovuus_Terveys ja hyvinvointi_Nuorisoala"
"E10023331","PA","Karstulan lukio","School/Institute/Educational centre – General education (secondary level)","Karstula","Keski-Suomi","Finland","2014-1-PL01-KA201-003024","KA201","Strategic Partnerships for school education",2014,"A sound mind in a sound body - how to survive the changes in our world and be well",,36,"Finalised",01.09.14,31.08.17,64625,"TOPIC-13_TOPIC-16_TOPIC-18","Kestävä kehitys_Terveys ja hyvinvointi_Tasa-arvo ja osallisuus"
"E10023331","PA","Karstulan lukio","School/Institute/Educational centre – General education (secondary level)","Karstula","Keski-Suomi","Finland","2019-1-ES01-KA229-063802_2","KA229","School Exchange Partnerships",2019,"Folkloricity: Living Culture","FOLC",36,"Follow-up",01.09.19,31.08.22,21492,"TOPIC-4_TOPIC-7_TOPIC-70","Kulttuuri ja luovuus_Opintojen keskeyttämisen ehkäisy_Kulttuuriperintö"
"E10027902","APP","Karstulan peruskoulu","School/Institute/Educational centre – General education (basic education)","Karstula","Keski-Suomi","Finland","2018-1-FI01-KA101-046878","KA101","School education staff mobility",2018,"Positiivisen ja digitaalisen oppimisympäristön kehittäminen kaikenlaisille oppijoille",,24,"Finalised",23.06.18,22.06.20,"18 582,00 €","TOPIC-3_TOPIC-20_TOPIC-5","Digitaalisuus_Globaali yhteistyö_Vammaisuus ja erityistarpeet"
"E10027902","APP","Karstulan peruskoulu","School/Institute/Educational centre – General education (basic education)","Karstula","Keski-Suomi","Finland","2014-1-FI01-KA101-000216","KA101","School education staff mobility",2014,"Improving teachers' internationalisation and ICT skills",,24,"Finalised",01.07.14,30.06.16,"15 405,00 €","TOPIC-20_TOPIC-3_TOPIC-35","Globaali yhteistyö_Digitaalisuus_Kielten opetus ja oppiminen"
"E10018646","APP","Kartanon koulu","School/Institute/Educational centre – General education (basic education)","Järvenpää","Helsinki-Uusimaa","Finland","2017-1-FI01-KA219-034807_1","KA219","Strategic Partnerships for Schools Only",2017,"Best European Entrepreneurs","BEE",20,"Finalised",01.09.17,30.04.19,29500,"TOPIC-3_TOPIC-41_TOPIC-7","Digitaalisuus_Yrittäjyys_Opintojen keskeyttämisen ehkäisy"
"E10148092","APP","Kartanonkosken koulu","School/Institute/Educational centre – General education (basic education)","Vantaa","Helsinki-Uusimaa","Finland","2016-1-FI01-KA101-022424","KA101","School education staff mobility",2016,"Osallisuus ja aktiivinen oppiminen",,24,"Finalised",01.06.16,31.05.18,"14 985,00 €","TOPIC-18_TOPIC-23_TOPIC-20","Tasa-arvo ja osallisuus_Koulutuksen kehittäminen_Globaali yhteistyö"
"E10147688","PA","Kasavuoren koulu","School/Institute/Educational centre – General education (basic education)","Kauniainen","Helsinki-Uusimaa","Finland","2018-1-NL01-KA229-038964_2","KA229","School Exchange Partnerships",2018,"21st Century Skills and Citizenship","21CSC",12,"Finalised",01.09.18,31.08.19,14043,"TOPIC-20_TOPIC-3_TOPIC-69","Globaali yhteistyö_Digitaalisuus_Aktiivinen kansalaisuus"
"E10147688","PA","Kasavuoren koulu","School/Institute/Educational centre – General education (basic education)","Kauniainen","Helsinki-Uusimaa","Finland","2018-1-NL01-KA229-038964_3","KA229","School Exchange Partnerships",2018,"21st Century Skills and Citizenship","21CSC",12,"Finalised",01.09.18,31.08.19,14043,"TOPIC-20_TOPIC-3_TOPIC-69","Globaali yhteistyö_Digitaalisuus_Aktiivinen kansalaisuus"
"E10183581","APP","Kastellin koulu, Oulun kaupunki","School/Institute/Educational centre – General education (basic education)","Oulu","Pohjois-Pohjanmaa","Finland","2019-1-FI01-KA101-060264","KA101","School education staff mobility",2019,"Kansainvälisempi Kastelli",,24,"Follow-up",31.12.19,30.12.21,"22 905,00 €","TOPIC-70_TOPIC-23_TOPIC-35","Kulttuuriperintö_Koulutuksen kehittäminen_Kielten opetus ja oppiminen"
"E10183581","APP","Kastellin koulu, Oulun kaupunki","School/Institute/Educational centre – General education (basic education)","Oulu","Pohjois-Pohjanmaa","Finland","2015-1-FI01-KA101-008666","KA101","School education staff mobility",2015,"Kaikkien Kastelli - Kastelli for everyone",,24,"Finalised",01.06.15,31.05.17,"17 995,00 €","TOPIC-4_TOPIC-25_TOPIC-21","Kulttuuri ja luovuus_Opetusmenetelmät_Avaintaidot"
"E10183581","PA","Kastellin koulu, Oulun kaupunki","School/Institute/Educational centre – General education (basic education)","Oulu","Pohjois-Pohjanmaa","Finland","2020-1-ES01-KA229-082380_5","KA229","School Exchange Partnerships",2020,"Strengthen Online Security for Students","S.O.S.",24,"Follow-up",01.09.20,31.08.22,31140,"TOPIC-18_TOPIC-3_TOPIC-7","Tasa-arvo ja osallisuus_Digitaalisuus_Opintojen keskeyttämisen ehkäisy"
"E10121761","APP","Kastellin lukio","School/Institute/Educational centre – General education (secondary level)","Oulu","Pohjois-Pohjanmaa","Finland","2018-1-FI01-KA101-046840","KA101","School education staff mobility",2018,"Kehitä taitojasi - lisää osallisuutta ja kasvata kansainvälisyyttä",,24,"Finalised",01.06.18,31.05.20,"7 885,00 €","TOPIC-3_TOPIC-35_TOPIC-20","Digitaalisuus_Kielten opetus ja oppiminen_Globaali yhteistyö"
"E10121761","PA","Kastellin lukio","School/Institute/Educational centre – General education (secondary level)","Oulu","Pohjois-Pohjanmaa","Finland","2016-1-NO01-KA219-022058_4","KA219","Strategic Partnerships for Schools Only",2016,"Sustainable development - How is Europe dealing with that challenge within 2020?","SD",24,"Finalised",01.09.16,31.08.18,15040,"TOPIC-11_TOPIC-13_TOPIC-7","Energia ja resurssit_Kestävä kehitys_Opintojen keskeyttämisen ehkäisy"
"E10121761","PA","Kastellin lukio","School/Institute/Educational centre – General education (secondary level)","Oulu","Pohjois-Pohjanmaa","Finland","2020-1-DE03-KA229-077233_5","KA229","School Exchange Partnerships",2020,"S.E.P. (Scientific Ethics Projects): The Conscience of Science","SEP",23,"Follow-up",01.09.20,31.07.22,28101,"TOPIC-14_TOPIC-22_TOPIC-32","Etiikka, uskonto ja filosofia_Luonnontieteet_Tutkimus ja innovointi"
"E10085643","PA","Kasurilan koulu","School/Institute/Educational centre – General education (basic education)","Siilinjärvi","Pohjois-Savo","Finland","2015-1-IT02-KA219-015441_5","KA219","Strategic Partnerships for Schools Only",2015,"I KNOW WHAT I WANT TO BE",,30,"Finalised",01.09.15,28.02.18,14685,"TOPIC-2_TOPIC-24_TOPIC-7","Aktiivinen kansalaisuus_Osaaminen ja työelämän tarpeet_Opintojen keskeyttämisen ehkäisy"
"E10201538","APP","Katajanokan ala-asteen koulu","School/Institute/Educational centre – General education (basic education)","Helsinki","Helsinki-Uusimaa","Finland","2019-1-FI01-KA101-060331","KA101","School education staff mobility",2019,"Kataa opettajien liikkuvuus",,36,"Follow-up",01.06.19,31.05.22,"6 105,00 €","TOPIC-35_TOPIC-3_TOPIC-2","Kielten opetus ja oppiminen_Digitaalisuus_Aktiivinen kansalaisuus"
"E10082741","PA","Katedralskolan i Åbo, Bildningssektorn, Åbo stad","School/Institute/Educational centre – General education (secondary level)","Turku","Varsinais-Suomi","Finland","2014-1-ES01-KA201-004511","KA201","Strategic Partnerships for school education",2014,"Peer-to-Peer learning","P2P",36,"Finalised",01.09.14,31.08.17,31000,"TOPIC-18_TOPIC-23_TOPIC-35","Tasa-arvo ja osallisuus_Koulutuksen kehittäminen_Kielten opetus ja oppiminen"
"E10082741","PA","Katedralskolan i Åbo, Bildningssektorn, Åbo stad","School/Institute/Educational centre – General education (secondary level)","Turku","Varsinais-Suomi","Finland","2018-1-FR01-KA229-048089_6","KA229","School Exchange Partnerships",2018,"e-team","e-team",36,"Follow-up",01.09.18,31.08.21,37469,"TOPIC-13_TOPIC-25_TOPIC-4","Kestävä kehitys_Opetusmenetelmät_Kulttuuri ja luovuus"
"E10182291","APP","Kattilakoski culture cooperative","Cultural operators","Kärsämäki","Pohjois-Pohjanmaa","Finland","2017-1-FI01-KA105-034309","KA105","Youth mobility",2017,"EVS Empowerment via International Exchange","EVS Empowerment",15,"Finalised",01.05.17,31.07.18,"12 003,00 €","TOPIC-18_TOPIC-9_TOPIC-4","Tasa-arvo ja osallisuus_Yhteiskunnallinen vuoropuhelu_Kulttuuri ja luovuus"
"E10182291","APP","Kattilakoski culture cooperative","Cultural operators","Kärsämäki","Pohjois-Pohjanmaa","Finland","2015-3-FI01-KA105-022211","KA105","Youth mobility",2015,"EVS EFFECT (Empowerment, Frindship with Foreigners, Environment, Creativity, Tolerance)","EVS EFFECT",13,"Finalised",01.01.16,31.01.17,"19 811,00 €","TOPIC-4_TOPIC-20_TOPIC-18","Kulttuuri ja luovuus_Globaali yhteistyö_Tasa-arvo ja osallisuus"
"E10182291","APP","Kattilakoski culture cooperative","Cultural operators","Kärsämäki","Pohjois-Pohjanmaa","Finland","2014-2-FI01-KA105-000822","KA105","Youth mobility",2014,"Erasmus+ volunteer in Kattilakoski culture cooperative",,16,"Finalised",01.09.14,31.12.15,"9 635,00 €","TOPIC-4","Kulttuuri ja luovuus"
"E10182291","APP","Kattilakoski culture cooperative","Cultural operators","Kärsämäki","Pohjois-Pohjanmaa","Finland","2014-3-FI01-KA105-008525","KA105","Youth mobility",2014,"Developing the field of art and culture in Kärsämäki",,12,"Finalised",01.01.15,31.12.15,"19 140,00 €","TOPIC-4","Kulttuuri ja luovuus"
"E10112403","PA","Kauhajoen Koulukeskus","School/Institute/Educational centre – General education (basic education)","Kauhajoki","Etelä-Pohjanmaa","Finland","2019-1-UK01-KA229-061900_4","KA229","School Exchange Partnerships",2019,"Outstanding Inclusion and Cultural Heritage",,24,"Follow-up",01.09.19,31.08.21,23375,"TOPIC-18_TOPIC-32_TOPIC-70","Tasa-arvo ja osallisuus_Tutkimus ja innovointi_Kulttuuriperintö"
"E10168603","PA","Kauhajoen lukio, Kauhajoen kaupunki","School/Institute/Educational centre – General education (secondary level)","Kauhajoki","Etelä-Pohjanmaa","Finland","2017-1-ES01-KA219-038069_4","KA219","Strategic Partnerships for Schools Only",2017,"Boost Learning through Innovative Positive Practice","BLIPP",24,"Finalised",01.09.17,31.08.19,29050,"TOPIC-3_TOPIC-35_TOPIC-4","Digitaalisuus_Kielten opetus ja oppiminen_Kulttuuri ja luovuus"
"E10168603","APP","Kauhajoen lukio, Kauhajoen kaupunki","School/Institute/Educational centre – General education (secondary level)","Kauhajoki","Etelä-Pohjanmaa","Finland","2015-1-FI01-KA219-009101_1","KA219","Strategic Partnerships for Schools Only",2015,"Arctic wind and Southern sun - Sustainable Entrepreneurship Education in Finland and Portugal","WS-SEE",24,"Finalised",01.09.15,31.08.17,35640,"TOPIC-10_TOPIC-13_TOPIC-41","Osaaminen ja työelämän tarpeet_Kestävä kehitys_Yrittäjyys"
"E10168603","PA","Kauhajoen lukio, Kauhajoen kaupunki","School/Institute/Educational centre – General education (secondary level)","Kauhajoki","Etelä-Pohjanmaa","Finland","2019-1-ES01-KA229-064180_3","KA229","School Exchange Partnerships",2019,"A Walk Around The Earth's Resources","WATER",36,"Follow-up",01.09.19,31.08.22,29600,"TOPIC-13_TOPIC-35_TOPIC-73","Kestävä kehitys_Kielten opetus ja oppiminen"
"E10168603","PA","Kauhajoen lukio, Kauhajoen kaupunki","School/Institute/Educational centre – General education (secondary level)","Kauhajoki","Etelä-Pohjanmaa","Finland","2019-1-SK01-KA229-060644_6","KA229","School Exchange Partnerships",2019,"National heritage for our common European heritage","NHFOREH",33,"Follow-up",01.09.19,31.05.22,34020,"TOPIC-18_TOPIC-19_TOPIC-70","Tasa-arvo ja osallisuus_Interkulttuurinen koulutus_Kulttuuriperintö"
"E10023511","APP","Kauhajoki 4H Association","Non-governmental organisation/association","Kauhajoki","Etelä-Pohjanmaa","Finland","2019-3-FI01-KA105-065893","KA105","Youth mobility",2019,"You Are Star","YAS",24,"Follow-up",01.01.20,31.12.21,"17 360,00 €","TOPIC-38_TOPIC-41","Nuorisoala_Yrittäjyys"
